ref,url,content
Rule 4(12)(i),https://www.wipo.int/pct/en/texts/rules/r4.html,the request shall so indicate and shall specify the Authority or Office concerned and the application in respect of which the earlier search was carried out
Rule 4(12)(ii),https://www.wipo.int/pct/en/texts/rules/r4.html,"the request may, where applicable, contain a statement to the effect that the international application is the same, or substantially the same, as the application in respect of which the earlier search was carried out, or that the international application is the same, or substantially the same, as that earlier application except that it is filed in a different language."
Rule 4(13),https://www.wipo.int/pct/en/texts/rules/r4.html,[Deleted]
Rule 4(14),https://www.wipo.int/pct/en/texts/rules/r4.html,[Deleted]
Rule 4(14bis),https://www.wipo.int/pct/en/texts/rules/r4.html,"Choice of International Searching Authority If two or more International Searching Authorities are competent for the searching of the international application, the applicant shall indicate his choice of International Searching Authority in the request."
Rule 4(15),https://www.wipo.int/pct/en/texts/rules/r4.html,Signature
Rule 4(15)(a),https://www.wipo.int/pct/en/texts/rules/r4.html,"The request shall be signed by the applicant or, if there is more than one applicant, by all of them."
Rule 4(16),https://www.wipo.int/pct/en/texts/rules/r4.html,Transliteration or Translation of Certain Words
Rule 4(16)(a),https://www.wipo.int/pct/en/texts/rules/r4.html,"Where any name or address is written in characters other than those of the Latin alphabet, the same shall also be indicated in characters of the Latin alphabet either as a mere transliteration or through translation into English. The applicant shall decide which words will be merely transliterated and which words will be so translated."
Rule 4(16)(b),https://www.wipo.int/pct/en/texts/rules/r4.html,The name of any country written in characters other than those of the Latin alphabet shall also be indicated in English.
Rule 4(17),https://www.wipo.int/pct/en/texts/rules/r4.html,"Declarations Relating to National Requirements Referred to in Rule 51bis.1(a)(i) to (v) The request may, for the purposes of the national law applicable in one or more designated States, contain one or more of the following declarations, worded as prescribed by the Administrative Instructions:"
Rule 4(17)(i),https://www.wipo.int/pct/en/texts/rules/r4.html,"a declaration as to the identity of the inventor, as referred to in Rule 51bis.1(a)(i)"
Rule 4(17)(ii),https://www.wipo.int/pct/en/texts/rules/r4.html,"a declaration as to the applicant’s entitlement, as at the international filing date, to apply for and be granted a patent, as referred to in Rule 51bis.1(a)(ii)"
Rule 4(17)(iii),https://www.wipo.int/pct/en/texts/rules/r4.html,"a declaration as to the applicant’s entitlement, as at the international filing date, to claim priority of the earlier application, as referred to in Rule 51bis.1(a)(iii)"
Rule 4(17)(iv),https://www.wipo.int/pct/en/texts/rules/r4.html,"a declaration of inventorship, as referred to in Rule 51bis.1(a)(iv), which shall be signed as prescribed by the Administrative Instructions"
Rule 4(17)(v),https://www.wipo.int/pct/en/texts/rules/r4.html,"a declaration as to non-prejudicial disclosures or exceptions to lack of novelty, as referred to in Rule 51bis.1(a)(v)."
Rule 4(18),https://www.wipo.int/pct/en/texts/rules/r4.html,"Statement of Incorporation by Reference Where the international application, on the date on which one or more elements referred to in Article 11(1)(iii) were first received by the receiving Office, claims the priority of an earlier application, the request may contain a statement that, where an element of the international application referred to in Article 11(1)(iii)(d) or (e), or a part of the description, claims or drawings referred to in Rule 20.5(a), or an element or part of the description, claims or drawings referred to in Rule 20.5bis(a) is not otherwise contained in the international application but is completely contained in the earlier application, that element or part is, subject to confirmation under Rule 20.6, incorporated by reference in the international application for the purposes of Rule 20.6.  Such a statement, if not contained in the request on that date, may be added to the request if, and only if, it was otherwise contained in, or submitted with, the international application on that date."
Rule 4(19),https://www.wipo.int/pct/en/texts/rules/r4.html,Additional Matter
Rule 4(19)(a),https://www.wipo.int/pct/en/texts/rules/r4.html,"The request shall contain no matter other than that specified in Rules 4.1 to 4.18, provided that the Administrative Instructions may permit, but cannot make mandatory, the inclusion in the request of any additional matter specified in the Administrative Instructions."
Rule 4(19)(b),https://www.wipo.int/pct/en/texts/rules/r4.html,"If the request contains matter other than that specified in Rules 4.1 to 4.18 or permitted under paragraph (a) by the Administrative Instructions, the receiving Office shall ex officio delete the additional matter."
Rule 5(1),https://www.wipo.int/pct/en/texts/rules/r5.html,Manner of the Description
Rule 5(1)(a),https://www.wipo.int/pct/en/texts/rules/r5.html,The description shall first state the title of the invention as appearing in the request and shall:
Rule 5(1)(a)(i),https://www.wipo.int/pct/en/texts/rules/r5.html,specify the technical field to which the invention relates
Rule 5(1)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r5.html,"indicate the background art which, as far as known to the applicant, can be regarded as useful for the understanding, searching and examination of the invention, and, preferably, cite the documents reflecting such art"
Rule 5(1)(a)(iii),https://www.wipo.int/pct/en/texts/rules/r5.html,"disclose the invention, as claimed, in such terms that the technical problem (even if not expressly stated as such) and its solution can be understood, and state the advantageous effects, if any, of the invention with reference to the background art"
Rule 5(1)(a)(iv),https://www.wipo.int/pct/en/texts/rules/r5.html,"briefly describe the figures in the drawings, if any"
Rule 5(1)(a)(v),https://www.wipo.int/pct/en/texts/rules/r5.html,"set forth at least the best mode contemplated by the applicant for carrying out the invention claimed; this shall be done in terms of examples, where appropriate, and with reference to the drawings, if any; where the national law of the designated State does not require the description of the best mode but is satisfied with the description of any mode (whether it is the best contemplated or not), failure to describe the best mode contemplated shall have no effect in that State"
Rule 5(1)(a)(vi),https://www.wipo.int/pct/en/texts/rules/r5.html,"indicate explicitly, when it is not obvious from the description or nature of the invention, the way in which the invention is capable of exploitation in industry and the way in which it can be made and used, or, if it can only be used, the way in which it can be used; the term “industry” is to be understood in its broadest sense as in the Paris Convention for the Protection of Industrial Property."
Rule 5(1)(b),https://www.wipo.int/pct/en/texts/rules/r5.html,"The manner and order specified in paragraph (a) shall be followed except when, because of the nature of the invention, a different manner or a different order would result in a better understanding and a more economic presentation."
Rule 5(1)(c),https://www.wipo.int/pct/en/texts/rules/r5.html,"Subject to the provisions of paragraph (b), each of the parts referred to in paragraph (a) shall preferably be preceded by an appropriate heading as suggested in the Administrative Instructions."
Rule 5(2),https://www.wipo.int/pct/en/texts/rules/r5.html,Nucleotide and/or Amino Acid Sequence Disclosure
Rule 5(2)(a),https://www.wipo.int/pct/en/texts/rules/r5.html,"Where the international application contains disclosure of nucleotide and/or amino acid sequences that, pursuant to the Administrative Instructions, are required to be included in a sequence listing, the description shall include a sequence listing part of the description complying with the standard provided for in the Administrative Instructions."
Rule 5(2)(b),https://www.wipo.int/pct/en/texts/rules/r5.html,Language-dependent free text included in the sequence listing part of the description shall not be required to be included in the main body of the description.
Rule 6(1),https://www.wipo.int/pct/en/texts/rules/r6.html,Number and Numbering of Claims
Rule 6(1)(a),https://www.wipo.int/pct/en/texts/rules/r6.html,The number of the claims shall be reasonable in consideration of the nature of the invention claimed.
Rule 6(1)(b),https://www.wipo.int/pct/en/texts/rules/r6.html,"If there are several claims, they shall be numbered consecutively in Arabic numerals."
Rule 6(1)(c),https://www.wipo.int/pct/en/texts/rules/r6.html,The method of numbering in the case of the amendment of claims shall be governed by the Administrative Instructions.
Rule 6(2),https://www.wipo.int/pct/en/texts/rules/r6.html,References to Other Parts of the International Application
Rule 6(2)(a),https://www.wipo.int/pct/en/texts/rules/r6.html,"Claims shall not, except where absolutely necessary, rely, in respect of the technical features of the invention, on references to the description or drawings. In particular, they shall not rely on such references as: “as described in part ... of the description,” or “as illustrated in figure ... of the drawings.”"
Rule 6(2)(b),https://www.wipo.int/pct/en/texts/rules/r6.html,"Where the international application contains drawings, the technical features mentioned in the claims shall preferably be followed by the reference signs relating to such features. When used, the reference signs shall preferably be placed between parentheses. If inclusion of reference signs does not particularly facilitate quicker understanding of a claim, it should not be made. Reference signs may be removed by a designated Office for the purposes of publication by such Office."
Rule 6(3),https://www.wipo.int/pct/en/texts/rules/r6.html,Manner of Claiming
Rule 6(3)(a),https://www.wipo.int/pct/en/texts/rules/r6.html,The definition of the matter for which protection is sought shall be in terms of the technical features of the invention.
Rule 6(3)(b),https://www.wipo.int/pct/en/texts/rules/r6.html,"Whenever appropriate, claims shall contain:"
Rule 6(3)(b)(i),https://www.wipo.int/pct/en/texts/rules/r6.html,"a statement indicating those technical features of the invention which are necessary for the definition of the claimed subject matter but which, in combination, are part of the prior art,"
Rule 6(3)(b)(ii),https://www.wipo.int/pct/en/texts/rules/r6.html,"a characterizing portion-preceded by the words “characterized in that,” “characterized by,” “wherein the improvement comprises,” or any other words to the same effect-stating concisely the technical features which, in combination with the features stated under (i), it is desired to protect."
Rule 6(3)(c),https://www.wipo.int/pct/en/texts/rules/r6.html,"Where the national law of the designated State does not require the manner of claiming provided for in paragraph (b), failure to use that manner of claiming shall have no effect in that State provided the manner of claiming actually used satisfies the national law of that State."
Rule 6(4),https://www.wipo.int/pct/en/texts/rules/r6.html,Dependent Claims
Rule 6(4)(a),https://www.wipo.int/pct/en/texts/rules/r6.html,"Any claim which includes all the features of one or more other claims (claim in dependent form, hereinafter referred to as “dependent claim”) shall do so by a reference, if possible at the beginning, to the other claim or claims and shall then state the additional features claimed. Any dependent claim which refers to more than one other claim (“multiple dependent claim”) shall refer to such claims in the alternative only. Multiple dependent claims shall not serve as a basis for any other multiple dependent claim. Where the national law of the national Office acting as International Searching Authority does not allow multiple dependent claims to be drafted in a manner different from that provided for in the preceding two sentences, failure to use that manner of claiming may result in an indication under Article 17(2)(b) in the international search report. Failure to use the said manner of claiming shall have no effect in a designated State if the manner of claiming actually used satisfies the national law of that State."
Rule 6(4)(b),https://www.wipo.int/pct/en/texts/rules/r6.html,"Any dependent claim shall be construed as including all the limitations contained in the claim to which it refers or, if the dependent claim is a multiple dependent claim, all the limitations contained in the particular claim in relation to which it is considered."
Rule 6(4)(c),https://www.wipo.int/pct/en/texts/rules/r6.html,"All dependent claims referring back to a single previous claim, and all dependent claims referring back to several previous claims, shall be grouped together to the extent and in the most practical way possible."
Rule 6(5),https://www.wipo.int/pct/en/texts/rules/r6.html,"Utility Models Any designated State in which the grant of a utility model is sought on the basis of an international application may, instead of Rules 6.1 to 6.4, apply in respect of the matters regulated in those Rules the provisions of its national law concerning utility models once the processing of the international application has started in that State, provided that the applicant shall be allowed at least two months from the expiration of the time limit applicable under Article 22 to adapt his application to the requirements of the said provisions of the national law."
Rule 7(1),https://www.wipo.int/pct/en/texts/rules/r7.html,Flow Sheets and Diagrams Flow sheets and diagrams are considered drawings.
Rule 7(2),https://www.wipo.int/pct/en/texts/rules/r7.html,"Time Limit The time limit referred to in Article 7(2)(ii) shall be reasonable under the circumstances of the case and shall, in no case, be shorter than two months from the date of the written invitation requiring the filing of drawings or additional drawings under the said provision."
Rule 8(1),https://www.wipo.int/pct/en/texts/rules/r8.html,Contents and Form of the Abstract
Rule 8(1)(a),https://www.wipo.int/pct/en/texts/rules/r8.html,The abstract shall consist of the following:
Rule 8(1)(a)(i),https://www.wipo.int/pct/en/texts/rules/r8.html,"a summary of the disclosure as contained in the description, the claims, and any drawings; the summary shall indicate the technical field to which the invention pertains and shall be drafted in a way which allows the clear understanding of the technical problem, the gist of the solution of that problem through the invention, and the principal use or uses of the invention"
Rule 8(1)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r8.html,"where applicable, the chemical formula which, among all the formulae contained in the international application, best characterizes the invention."
Rule 8(1)(b),https://www.wipo.int/pct/en/texts/rules/r8.html,The abstract shall be as concise as the disclosure permits (preferably 50 to 150 words if it is in English or when translated into English).
Rule 8(1)(c),https://www.wipo.int/pct/en/texts/rules/r8.html,The abstract shall not contain statements on the alleged merits or value of the claimed invention or on its speculative application.
Rule 8(1)(d),https://www.wipo.int/pct/en/texts/rules/r8.html,"Each main technical feature mentioned in the abstract and illustrated by a drawing in the international application shall be followed by a reference sign, placed between parentheses."
Rule 8(2),https://www.wipo.int/pct/en/texts/rules/r8.html,Figure
Rule 8(2)(a),https://www.wipo.int/pct/en/texts/rules/r8.html,"If the applicant fails to make the indication referred to in Rule 3.3(a)(iii), or if the International Searching Authority finds that a figure or figures other than that figure or those figures suggested by the applicant would, among all the figures of all the drawings, better characterize the invention, it shall, subject to paragraph (b), indicate the figure or figures which should accompany the abstract when the latter is published by the International Bureau. In such case, the abstract shall be accompanied by the figure or figures so indicated by the International Searching Authority. Otherwise, the abstract shall, subject to paragraph (b), be accompanied by the figure or figures suggested by the applicant."
Rule 8(2)(b),https://www.wipo.int/pct/en/texts/rules/r8.html,"If the International Searching Authority finds that none of the figures of the drawings is useful for the understanding of the abstract, it shall notify the International Bureau accordingly. In such case, the abstract, when published by the International Bureau, shall not be accompanied by any figure of the drawings even where the applicant has made a suggestion under Rule 3.3(a)(iii)."
Rule 8(3),https://www.wipo.int/pct/en/texts/rules/r8.html,"Guiding Principles in Drafting The abstract shall be so drafted that it can efficiently serve as a scanning tool for purposes of searching in the particular art, especially by assisting the scientist, engineer or researcher in formulating an opinion on whether there is a need for consulting the international application itself."
Rule 9(1),https://www.wipo.int/pct/en/texts/rules/r9.html,Definition The international application shall not contain:
Rule 9(1)(i),https://www.wipo.int/pct/en/texts/rules/r9.html,expressions or drawings contrary to morality
Rule 9(1)(ii),https://www.wipo.int/pct/en/texts/rules/r9.html,expressions or drawings contrary to public order
Rule 9(1)(iii),https://www.wipo.int/pct/en/texts/rules/r9.html,"statements disparaging the products or processes of any particular person other than the applicant, or the merits or validity of applications or patents of any such person (mere comparisons with the prior art shall not be considered disparaging per se)"
Rule 9(1)(iv),https://www.wipo.int/pct/en/texts/rules/r9.html,any statement or other matter obviously irrelevant or unnecessary under the circumstances.
Rule 9(2),https://www.wipo.int/pct/en/texts/rules/r9.html,"Noting of Lack of Compliance The receiving Office, the International Searching Authority, the Authority specified for supplementary search and the International Bureau may note lack of compliance with the prescriptions of Rule 9.1 and may suggest to the applicant that he voluntarily correct his international application accordingly, in which case the receiving Office, the competent International Searching Authority, the competent Authority specified for supplementary search and the International Bureau, as applicable, shall be informed of the suggestion."
Rule 9(3),https://www.wipo.int/pct/en/texts/rules/r9.html,"Reference to Article 21(6) “Disparaging statements,” referred to in Article 21(6), shall have the meaning as defined in Rule 9.1(iii)."
Rule 10(1),https://www.wipo.int/pct/en/texts/rules/r10.html,Terminology and Signs
