ref,url,content
Article 2(1)(xix),https://www.wipo.int/pct/en/texts/articles/a2.html,"“International Bureau” means the International Bureau of the Organization and, as long as it subsists, the United International Bureaux for the Protection of Intellectual Property (BIRPI)"
Article 2(1)(xx),https://www.wipo.int/pct/en/texts/articles/a2.html,"“Director General” means the Director General of the Organization and, as long as BIRPI subsists, the Director of BIRPI."
Article 3(1),https://www.wipo.int/pct/en/texts/articles/a3.html,Applications for the protection of inventions in any of the Contracting States may be filed as international applications under this Treaty.
Article 3(2),https://www.wipo.int/pct/en/texts/articles/a3.html,"An international application shall contain, as specified in this Treaty and the Regulations, a request, a description, one or more claims, one or more drawings (where required), and an abstract."
Article 3(3),https://www.wipo.int/pct/en/texts/articles/a3.html,"The abstract merely serves the purpose of technical information and cannot be taken into account for any other purpose, particularly not for the purpose of interpreting the scope of the protection sought."
Article 3(4),https://www.wipo.int/pct/en/texts/articles/a3.html,The international application shall:
Article 3(4)(i),https://www.wipo.int/pct/en/texts/articles/a3.html,be in a prescribed language
Article 3(4)(ii),https://www.wipo.int/pct/en/texts/articles/a3.html,comply with the prescribed physical requirements
Article 3(4)(iii),https://www.wipo.int/pct/en/texts/articles/a3.html,comply with the prescribed requirement of unity of invention
Article 3(4)(iv),https://www.wipo.int/pct/en/texts/articles/a3.html,be subject to the payment of the prescribed fees.
Article 4(1),https://www.wipo.int/pct/en/texts/articles/a4.html,The request shall contain:
Article 4(1)(i),https://www.wipo.int/pct/en/texts/articles/a4.html,a petition to the effect that the international application be processed according to this Treaty
Article 4(1)(ii),https://www.wipo.int/pct/en/texts/articles/a4.html,"the designation of the Contracting State or States in which protection for the invention is desired on the basis of the international application (""designated States""); if for any designated State a regional patent is available and the applicant wishes to obtain a regional patent rather than a national patent, the request shall so indicate; if, under a treaty concerning a regional patent, the applicant cannot limit his application to certain of the States party to that treaty, designation of one of those States and the indication of the wish to obtain the regional patent shall be treated as designation of all the States party to that treaty; if, under the national law of the designated State, the designation of that State has the effect of an application for a regional patent, the designation of the said State shall be treated as an indication of the wish to obtain the regional patent"
Article 4(1)(iii),https://www.wipo.int/pct/en/texts/articles/a4.html,the name of and other prescribed data concerning the applicant and the agent (if any)
Article 4(1)(iv),https://www.wipo.int/pct/en/texts/articles/a4.html,the title of the invention
Article 4(1)(v),https://www.wipo.int/pct/en/texts/articles/a4.html,"the name of and other prescribed data concerning the inventor where the national law of at least one of the designated States requires that these indications be furnished at the time of filing a national application. Otherwise, the said indications may be furnished either in the request or in separate notices addressed to each designated Office whose national law requires the furnishing of the said indications but allows that they be furnished at a time later than that of the filing of a national application."
Article 4(2),https://www.wipo.int/pct/en/texts/articles/a4.html,Every designation shall be subject to the payment of the prescribed fee within the prescribed time limit.
Article 4(3),https://www.wipo.int/pct/en/texts/articles/a4.html,"Unless the applicant asks for any of the other kinds of protection referred to in Article 43, designation shall mean that the desired protection consists of the grant of a patent by or for the designated State. For the purposes of this paragraph, Article 2(ii) shall not apply."
Article 4(4),https://www.wipo.int/pct/en/texts/articles/a4.html,Failure to indicate in the request the name and other prescribed data concerning the inventor shall have no consequence in any designated State whose national law requires the furnishing of the said indications but allows that they be furnished at a time later than that of the filing of a national application. Failure to furnish the said indications in a separate notice shall have no consequence in any designated State whose national law does not require the furnishing of the said indications.
Article 5(1),https://www.wipo.int/pct/en/texts/articles/a5.html,The description shall disclose the invention in a manner sufficiently clear and complete for the invention to be carried out by a person skilled in the art.
Article 6(1),https://www.wipo.int/pct/en/texts/articles/a6.html,The claim or claims shall define the matter for which protection is sought. Claims shall be clear and concise. They shall be fully supported by the description.
Article 7(1),https://www.wipo.int/pct/en/texts/articles/a7.html,"Subject to the provisions of paragraph (2)(ii), drawings shall be required when they are necessary for the understanding of the invention."
Article 7(2),https://www.wipo.int/pct/en/texts/articles/a7.html,"Where, without being necessary for the understanding of the invention, the nature of the invention admits of illustration by drawings:"
Article 7(2)(i),https://www.wipo.int/pct/en/texts/articles/a7.html,"the applicant may include such drawings in the international application when filed,"
Article 7(2)(ii),https://www.wipo.int/pct/en/texts/articles/a7.html,any designated Office may require that the applicant file such drawings with it within the prescribed time limit.
Article 8(1),https://www.wipo.int/pct/en/texts/articles/a8.html,"The international application may contain a declaration, as prescribed in the Regulations, claiming the priority of one or more earlier applications filed in or for any country party to the Paris Convention for the Protection of Industrial Property."
Article 8(2),https://www.wipo.int/pct/en/texts/articles/a8.html,"Subject to the provisions of subparagraph (b), the conditions for, and the effect of, any priority claim declared under paragraph (1) shall be as provided in Article 4 of the Stockholm Act of the Paris Convention for the Protection of Industrial Property"
Article 8(2)(b),https://www.wipo.int/pct/en/texts/articles/a8.html,"The international application for which the priority of one or more earlier applications filed in or for a Contracting State is claimed may contain the designation of that State. Where, in the international application, the priority of one or more national applications filed in or for a designated State is claimed, or where the priority of an international application having designated only one State is claimed, the conditions for, and the effect of, the priority claim in that State shall be governed by the national law of that State."
Article 9(1),https://www.wipo.int/pct/en/texts/articles/a9.html,Any resident or national of a Contracting State may file an international application.
Article 9(2),https://www.wipo.int/pct/en/texts/articles/a9.html,The Assembly may decide to allow the residents and the nationals of any country party to the Paris Convention for the Protection of Industrial Property which is not party to this Treaty to file international applications.
Article 9(3),https://www.wipo.int/pct/en/texts/articles/a9.html,"The concepts of residence and nationality, and the application of those concepts in cases where there are several applicants or where the applicants are not the same for all the designated States, are defined in the Regulations."
Article 10(1),https://www.wipo.int/pct/en/texts/articles/a10.html,"The international application shall be filed with the prescribed receiving Office, which will check and process it as provided in this Treaty and the Regulations."
Article 11(1),https://www.wipo.int/pct/en/texts/articles/a11.html,"The receiving Office shall accord as the international filing date the date of receipt of the international application, provided that that Office has found that, at the time of receipt:"
Article 11(1)(i),https://www.wipo.int/pct/en/texts/articles/a11.html,"the applicant does not obviously lack, for reasons of residence or nationality, the right to file an international application with the receiving Office,"
Article 11(1)(ii),https://www.wipo.int/pct/en/texts/articles/a11.html,"the international application is in the prescribed language,"
Article 11(1)(iii),https://www.wipo.int/pct/en/texts/articles/a11.html,the international application contains at least the following elements:
Article 11(1)(iii)(a),https://www.wipo.int/pct/en/texts/articles/a11.html,"an indication that it is intended as an international application,"
Article 11(1)(iii)(b),https://www.wipo.int/pct/en/texts/articles/a11.html,"the designation of at least one Contracting State,"
Article 11(1)(iii)(c),https://www.wipo.int/pct/en/texts/articles/a11.html,"the name of the applicant, as prescribed,"
Article 11(1)(iii)(d),https://www.wipo.int/pct/en/texts/articles/a11.html,"a part which on the face of it appears to be a description,"
Article 11(1)(iii)(e),https://www.wipo.int/pct/en/texts/articles/a11.html,a part which on the face of it appears to be a claim or claims.
Article 11(2),https://www.wipo.int/pct/en/texts/articles/a11.html,"If the receiving Office finds that the international application did not, at the time of receipt, fulfill the requirements listed in paragraph (1), it shall, as provided in the Regulations, invite the applicant to file the required correction."
Article 11(2)(b),https://www.wipo.int/pct/en/texts/articles/a11.html,"If the applicant complies with the invitation, as provided in the Regulations, the receiving Office shall accord as the international filing date the date of receipt of the required correction."
Article 11(3),https://www.wipo.int/pct/en/texts/articles/a11.html,"Subject to Article 64(4), any international application fulfilling the requirements listed in items (i) to (iii) of paragraph (1) and accorded an international filing date shall have the effect of a regular national application in each designated State as of the international filing date, which date shall be considered to be the actual filing date in each designated State."
Article 11(4),https://www.wipo.int/pct/en/texts/articles/a11.html,Any international application fulfilling the requirements listed in items (i) to (iii) of paragraph (1) shall be equivalent to a regular national filing within the meaning of the Paris Convention for the Protection of Industrial Property.
Article 12(1),https://www.wipo.int/pct/en/texts/articles/a12.html,"One copy of the international application shall be kept by the receiving Office (“home copy”), one copy (“record copy”) shall be transmitted to the International Bureau, and another copy (“search copy”) shall be transmitted to the competent International Searching Authority referred to in Article 16, as provided in the Regulations."
Article 12(2),https://www.wipo.int/pct/en/texts/articles/a12.html,The record copy shall be considered the true copy of the international application.
Article 12(3),https://www.wipo.int/pct/en/texts/articles/a12.html,The international application shall be considered withdrawn if the record copy has not been received by the International Bureau within the prescribed time limit.
Article 13(1),https://www.wipo.int/pct/en/texts/articles/a13.html,"Any designated Office may ask the International Bureau to transmit to it a copy of the international application prior to the communication provided for in Article 20, and the International Bureau shall transmit such copy to the designated Office as soon as possible after the expiration of one year from the priority date."
Article 13(2),https://www.wipo.int/pct/en/texts/articles/a13.html,"The applicant may, at any time, transmit a copy of his international application to any designated Office."
Article 13(2)(b),https://www.wipo.int/pct/en/texts/articles/a13.html,"The applicant may, at any time, ask the International Bureau to transmit a copy of his international application to any designated Office, and the International Bureau shall transmit such copy to the designated Office as soon as possible."
Article 13(2)(c),https://www.wipo.int/pct/en/texts/articles/a13.html,"Any national Office may notify the International Bureau that it does not wish to receive copies as provided for in subparagraph (b), in which case that subparagraph shall not be applicable in respect of that Office."
Article 14(1),https://www.wipo.int/pct/en/texts/articles/a14.html,"The receiving Office shall check whether the international application contains any of the following defects, that is to say:"
Article 14(1)(a)(i),https://www.wipo.int/pct/en/texts/articles/a14.html,it is not signed as provided in the Regulations
Article 14(1)(a)(ii),https://www.wipo.int/pct/en/texts/articles/a14.html,it does not contain the prescribed indications concerning the applicant
Article 14(1)(a)(iii),https://www.wipo.int/pct/en/texts/articles/a14.html,it does not contain a title
Article 14(1)(a)(iv),https://www.wipo.int/pct/en/texts/articles/a14.html,it does not contain an abstract
Article 14(1)(a)(v),https://www.wipo.int/pct/en/texts/articles/a14.html,it does not comply to the extent provided in the Regulations with the prescribed physical requirements.
Article 14(1)(b),https://www.wipo.int/pct/en/texts/articles/a14.html,"If the receiving Office finds any of the said defects, it shall invite the applicant to correct the international application within the prescribed time limit, failing which that application shall be considered withdrawn and the receiving Office shall so declare."
Article 14(2),https://www.wipo.int/pct/en/texts/articles/a14.html,"If the international application refers to drawings which, in fact, are not included in that application, the receiving Office shall notify the applicant accordingly and he may furnish them within the prescribed time limit and, if he does, the international filing date shall be the date on which the drawings are received by the receiving Office. Otherwise, any reference to the said drawings shall be considered non-existent."
Article 14(3),https://www.wipo.int/pct/en/texts/articles/a14.html,"If the receiving Office finds that, within the prescribed time limits, the fees prescribed under Article 3(4)(iv) have not been paid, or no fee prescribed under Article 4(2) has been paid in respect of any of the designated States, the international application shall be considered withdrawn and the receiving Office shall so declare"
Article 14(3)(b),https://www.wipo.int/pct/en/texts/articles/a14.html,"If the receiving Office finds that the fee prescribed under Article 4(2) has been paid in respect of one or more (but less than all) designated States within the prescribed time limit, the designation of those States in respect of which it has not been paid within the prescribed time limit shall be considered withdrawn and the receiving Office shall so declare."
Article 14(4),https://www.wipo.int/pct/en/texts/articles/a14.html,"If, after having accorded an international filing date to the international application, the receiving Office finds, within the prescribed time limit, that any of the requirements listed in items (i) to (iii) of Article 11(1) was not complied with at that date, the said application shall be considered withdrawn and the receiving Office shall so declare."
Article 15(1),https://www.wipo.int/pct/en/texts/articles/a15.html,Each international application shall be the subject of international search.
Article 15(2),https://www.wipo.int/pct/en/texts/articles/a15.html,The objective of the international search is to discover relevant prior art.
Article 15(3),https://www.wipo.int/pct/en/texts/articles/a15.html,"International search shall be made on the basis of the claims, with due regard to the description and the drawings (if any)."
Article 15(4),https://www.wipo.int/pct/en/texts/articles/a15.html,"The International Searching Authority referred to in Article 16 shall endeavor to discover as much of the relevant prior art as its facilities permit, and shall, in any case, consult the documentation specified in the Regulations."
Article 15(5),https://www.wipo.int/pct/en/texts/articles/a15.html,"If the national law of the Contracting State so permits, the applicant who files a national application with the national Office of or acting for such State may, subject to the conditions provided for in such law, request that a search similar to an international search (""international-type search"") be carried out on such application."
Article 15(5)(b),https://www.wipo.int/pct/en/texts/articles/a15.html,"If the national law of the Contracting State so permits, the national Office of or acting for such State may subject any national application filed with it to an international-type search."
Article 15(5)(c),https://www.wipo.int/pct/en/texts/articles/a15.html,"The international-type search shall be carried out by the International Searching Authority referred to in Article 16 which would be competent for an international search if the national application were an international application and were filed with the Office referred to in subparagraphs (a) and (b). If the national application is in a language which the International Searching Authority considers it is not equipped to handle, the international-type search shall be carried out on a translation prepared by the applicant in a language prescribed for international applications and which the International Searching Authority has undertaken to accept for international applications. The national application and the translation, when required, shall be presented in the form prescribed for international applications."
Article 16(1),https://www.wipo.int/pct/en/texts/articles/a16.html,"International search shall be carried out by an International Searching Authority, which may be either a national Office or an intergovernmental organization, such as the International Patent Institute, whose tasks include the establishing of documentary search reports on prior art with respect to inventions which are the subject of applications."
Article 16(2),https://www.wipo.int/pct/en/texts/articles/a16.html,"If, pending the establishment of a single International Searching Authority, there are several International Searching Authorities, each receiving Office shall, in accordance with the provisions of the applicable agreement referred to in paragraph (3)(b), specify the International Searching Authority or Authorities competent for the searching of international applications filed with such Office."
Article 16(3),https://www.wipo.int/pct/en/texts/articles/a16.html,International Searching Authorities shall be appointed by the Assembly. Any national Office and any intergovernmental organization satisfying the requirements referred to in subparagraph (c) may be appointed as International Searching Authority.
Article 16(3)(b),https://www.wipo.int/pct/en/texts/articles/a16.html,"Appointment shall be conditional on the consent of the national Office or intergovernmental organization to be appointed and the conclusion of an agreement, subject to approval by the Assembly, between such Office or organization and the International Bureau. The agreement shall specify the rights and obligations of the parties, in particular, the formal undertaking by the said Office or organization to apply and observe all the common rules of international search."
Article 16(3)(c),https://www.wipo.int/pct/en/texts/articles/a16.html,"The Regulations prescribe the minimum requirements, particularly as to manpower and documentation, which any Office or organization must satisfy before it can be appointed and must continue to satisfy while it remains appointed."
Article 16(3)(d),https://www.wipo.int/pct/en/texts/articles/a16.html,Appointment shall be for a fixed period of time and may be extended for further periods.
Article 16(3)(e),https://www.wipo.int/pct/en/texts/articles/a16.html,"Before the Assembly makes a decision on the appointment of any national Office or intergovernmental organization, or on the extension of its appointment, or before it allows any such appointment to lapse, the Assembly shall hear the interested Office or organization and seek the advice of the Committee for Technical Cooperation referred to in Article 56 once that Committee has been established."
Article 17(1),https://www.wipo.int/pct/en/texts/articles/a17.html,"Procedure before the International Searching Authority shall be governed by the provisions of this Treaty, the Regulations, and the agreement which the International Bureau shall conclude, subject to this Treaty and the Regulations, with the said Authority."
Article 17(2),https://www.wipo.int/pct/en/texts/articles/a17.html,If the International Searching Authority considers
Article 17(2)(a)(i),https://www.wipo.int/pct/en/texts/articles/a17.html,"that the international application relates to a subject matter which the International Searching Authority is not required, under the Regulations, to search, and in the particular case decides not to search, or"
Article 17(2)(a)(ii),https://www.wipo.int/pct/en/texts/articles/a17.html,"that the description, the claims, or the drawings, fail to comply with the prescribed requirements to such an extent that a meaningful search could not be carried out,"
Article 17(2)(b),https://www.wipo.int/pct/en/texts/articles/a17.html,"If any of the situations referred to in subparagraph (a) is found to exist in connection with certain claims only, the international search report shall so indicate in respect of such claims, whereas, for the other claims, the said report shall be established as provided in Article 18."
Article 17(3)(a),https://www.wipo.int/pct/en/texts/articles/a17.html,"If the International Searching Authority considers that the international application does not comply with the requirement of unity of invention as set forth in the Regulations, it shall invite the applicant to pay additional fees. The International Searching Authority shall establish the international search report on those parts of the international application which relate to the invention first mentioned in the claims (“main invention”) and, provided the required additional fees have been paid within the prescribed time limit, on those parts of the international application which relate to inventions in respect of which the said fees were paid."
Article 17(3)(b),https://www.wipo.int/pct/en/texts/articles/a17.html,"The national law of any designated State may provide that, where the national Office of that State finds the invitation, referred to in subparagraph (a), of the International Searching Authority justified and where the applicant has not paid all additional fees, those parts of the international application which consequently have not been searched shall, as far as effects in that State are concerned, be considered withdrawn unless a special fee is paid by the applicant to the national Office of that State."
Article 18(1),https://www.wipo.int/pct/en/texts/articles/a18.html,The international search report shall be established within the prescribed time limit and in the prescribed form.
Article 18(2),https://www.wipo.int/pct/en/texts/articles/a18.html,"The international search report shall, as soon as it has been established, be transmitted by the International Searching Authority to the applicant and the International Bureau."
Article 18(3),https://www.wipo.int/pct/en/texts/articles/a18.html,The international search report or the declaration referred to in Article 17(2)(a) shall be translated as provided in the Regulations. The translations shall be prepared by or under the responsibility of the International Bureau.
Article 19(1),https://www.wipo.int/pct/en/texts/articles/a19.html,"The applicant shall, after having received the international search report, be entitled to one opportunity to amend the claims of the international application by filing amendments with the International Bureau within the prescribed time limit. He may, at the same time, file a brief statement, as provided in the Regulations, explaining the amendments and indicating any impact that such amendments might have on the description and the drawings."
Article 19(2),https://www.wipo.int/pct/en/texts/articles/a19.html,The amendments shall not go beyond the disclosure in the international application as filed.
Article 19(3),https://www.wipo.int/pct/en/texts/articles/a19.html,"If the national law of any designated State permits amendments to go beyond the said disclosure, failure to comply with paragraph (2) shall have no consequence in that State."
Article 20(1),https://www.wipo.int/pct/en/texts/articles/a20.html,"The international application, together with the international search report (including any indication referred to in Article 17(2)(b)) or the declaration referred to in Article 17(2)(a), shall be communicated to each designated Office, as provided in the Regulations, unless the designated Office waives such requirement in its entirety or in part."
Article 20(1)(b),https://www.wipo.int/pct/en/texts/articles/a20.html,The communication shall include the translation (as prescribed) of the said report or declaration.
Article 20(2),https://www.wipo.int/pct/en/texts/articles/a20.html,"If the claims have been amended by virtue of Article 19(1), the communication shall either contain the full text of the claims both as filed and as amended or shall contain the full text of the claims as filed and specify the amendments, and shall include the statement, if any, referred to in Article 19(1)."
Article 20(3),https://www.wipo.int/pct/en/texts/articles/a20.html,"At the request of the designated Office or the applicant, the International Searching Authority shall send to the said Office or the applicant, respectively, copies of the documents cited in the international search report, as provided in the Regulations."
Article 21(1),https://www.wipo.int/pct/en/texts/articles/a21.html,The International Bureau shall publish international applications.
Article 21(2),https://www.wipo.int/pct/en/texts/articles/a21.html,"Subject to the exceptions provided for in subparagraph (b) and in Article 64(3), the international publication of the international application shall be effected promptly after the expiration of 18 months from the priority date of that application."
Article 21(2)(b),https://www.wipo.int/pct/en/texts/articles/a21.html,"The applicant may ask the International Bureau to publish his international application any time before the expiration of the time limit referred to in subparagraph (a). The International Bureau shall proceed accordingly, as provided in the Regulations."
Article 21(3),https://www.wipo.int/pct/en/texts/articles/a21.html,The international search report or the declaration referred to in Article 17(2)(a) shall be published as prescribed in the Regulations.
Article 21(4),https://www.wipo.int/pct/en/texts/articles/a21.html,The language and form of the international publication and other details are governed by the Regulations.
Article 21(5),https://www.wipo.int/pct/en/texts/articles/a21.html,There shall be no international publication if the international application is withdrawn or is considered withdrawn before the technical preparations for publication have been completed.
Article 21(6),https://www.wipo.int/pct/en/texts/articles/a21.html,"If the international application contains expressions or drawings which, in the opinion of the International Bureau, are contrary to morality or public order, or if, in its opinion, the international application contains disparaging statements as defined in the Regulations, it may omit such expressions, drawings, and statements, from its publications, indicating the place and number of words or drawings omitted, and furnishing, upon request, individual copies of the passages omitted."
Article 22(1),https://www.wipo.int/pct/en/texts/articles/a22.html,"The applicant shall furnish a copy of the international application (unless the communication provided for in Article 20 has already taken place) and a translation thereof (as prescribed), and pay the national fee (if any), to each designated Office not later than at the expiration of 30* months from the priority date. Where the national law of the designated State requires the indication of the name of and other prescribed data concerning the inventor but allows that these indications be furnished at a time later than that of the filing of a national application, the applicant shall, unless they were contained in the request, furnish the said indications to the national Office of or acting for the State not later than at the expiration of 30* months from the priority date."
Article 22(2),https://www.wipo.int/pct/en/texts/articles/a22.html,"Where the International Searching Authority makes a declaration, under Article 17(2)(a), that no international search report will be established, the time limit for performing the acts referred to in paragraph (1) of this Article shall be the same as that provided for in paragraph (1)."
Article 22(3),https://www.wipo.int/pct/en/texts/articles/a22.html,"Any national law may, for performing the acts referred to in paragraphs (1) or (2), fix time limits which expire later than the time limit provided for in those paragraphs."
Article 23(1),https://www.wipo.int/pct/en/texts/articles/a23.html,No designated Office shall process or examine the international application prior to the expiration of the applicable time limit under Article 22.
Article 23(2),https://www.wipo.int/pct/en/texts/articles/a23.html,"Notwithstanding the provisions of paragraph (1), any designated Office may, on the express request of the applicant, process or examine the international application at any time."
Article 24(1),https://www.wipo.int/pct/en/texts/articles/a24.html,"Subject, in case (ii) below, to the provisions of Article 25, the effect of the international application provided for in Article 11(3) shall cease in any designated State with the same consequences as the withdrawal of any national application in that State:"
Article 24(1)(i),https://www.wipo.int/pct/en/texts/articles/a24.html,if the applicant withdraws his international application or the designation of that State
Article 24(1)(ii),https://www.wipo.int/pct/en/texts/articles/a24.html,"if the international application is considered withdrawn by virtue of Articles 12(3), 14(1)(b), 14(3)(a), or 14(4), or if the designation of that State is considered withdrawn by virtue of Article 14(3)(b)"
Article 24(1)(iii),https://www.wipo.int/pct/en/texts/articles/a24.html,if the applicant fails to perform the acts referred to in Article 22 within the applicable time limit.
Article 24(2),https://www.wipo.int/pct/en/texts/articles/a24.html,"Notwithstanding the provisions of paragraph (1), any designated Office may maintain the effect provided for in Article 11(3) even where such effect is not required to be maintained by virtue of Article 25(2)."
Article 25(1),https://www.wipo.int/pct/en/texts/articles/a25.html,"Where the receiving Office has refused to accord an international filing date or has declared that the international application is considered withdrawn, or where the International Bureau has made a finding under Article 12(3), the International Bureau shall promptly send, at the request of the applicant, copies of any document in the file to any of the designated Offices named by the applicant."
Article 25(1)(b),https://www.wipo.int/pct/en/texts/articles/a25.html,"Where the receiving Office has declared that the designation of any given State is considered withdrawn, the International Bureau shall promptly send, at the request of the applicant, copies of any document in the file to the national Office of such State."
Article 25(1)(c),https://www.wipo.int/pct/en/texts/articles/a25.html,The request under subparagraphs (a) or (b) shall be presented within the prescribed time limit.
Article 25(2),https://www.wipo.int/pct/en/texts/articles/a25.html,"Subject to the provisions of subparagraph (b), each designated Office shall, provided that the national fee (if any) has been paid and the appropriate translation (as prescribed) has been furnished within the prescribed time limit, decide whether the refusal, declaration, or finding, referred to in paragraph (1) was justified under the provisions of this Treaty and the Regulations, and, if it finds that the refusal or declaration was the result of an error or omission on the part of the receiving Office or that the finding was the result of an error or omission on the part of the International Bureau, it shall, as far as effects in the State of the designated Office are concerned, treat the international application as if such error or omission had not occurred."
Article 25(2)(b),https://www.wipo.int/pct/en/texts/articles/a25.html,"Where the record copy has reached the International Bureau after the expiration of the time limit prescribed under Article 12(3) on account of any error or omission on the part of the applicant, the provisions of subparagraph (a) shall apply only under the circumstances referred to in Article 48(2)."
Article 26(1),https://www.wipo.int/pct/en/texts/articles/a26.html,No designated Office shall reject an international application on the grounds of non-compliance with the requirements of this Treaty and the Regulations without first giving the applicant the opportunity to correct the said application to the extent and according to the procedure provided by the national law for the same or comparable situations in respect of national applications.
Article 27(1),https://www.wipo.int/pct/en/texts/articles/a27.html,No national law shall require compliance with requirements relating to the form or contents of the international application different from or additional to those which are provided for in this Treaty and the Regulations.
Article 27(2),https://www.wipo.int/pct/en/texts/articles/a27.html,"The provisions of paragraph (1) neither affect the application of the provisions of Article 7(2) nor preclude any national law from requiring, once the processing of the international application has started in the designated Office, the furnishing:"
Article 27(2)(i),https://www.wipo.int/pct/en/texts/articles/a27.html,"when the applicant is a legal entity, of the name of an officer entitled to represent such legal entity,"
Article 27(2)(ii),https://www.wipo.int/pct/en/texts/articles/a27.html,"of documents not part of the international application but which constitute proof of allegations or statements made in that application, including the confirmation of the international application by the signature of the applicant when that application, as filed, was signed by his representative or agent."
Article 27(3),https://www.wipo.int/pct/en/texts/articles/a27.html,"Where the applicant, for the purposes of any designated State, is not qualified according to the national law of that State to file a national application because he is not the inventor, the international application may be rejected by the designated Office."
Article 27(4),https://www.wipo.int/pct/en/texts/articles/a27.html,"Where the national law provides, in respect of the form or contents of national applications, for requirements which, from the viewpoint of applicants, are more favorable than the requirements provided for by this Treaty and the Regulations in respect of international applications, the national Office, the courts and any other competent organs of or acting for the designated State may apply the former requirements, instead of the latter requirements, to international applications, except where the applicant insists that the requirements provided for by this Treaty and the Regulations be applied to his international application."
Article 27(5),https://www.wipo.int/pct/en/texts/articles/a27.html,"Nothing in this Treaty and the Regulations is intended to be construed as prescribing anything that would limit the freedom of each Contracting State to prescribe such substantive conditions of patentability as it desires. In particular, any provision in this Treaty and the Regulations concerning the definition of prior art is exclusively for the purposes of the international procedure and, consequently, any Contracting State is free to apply, when determining the patentability of an invention claimed in an international application, the criteria of its national law in respect of prior art and other conditions of patentability not constituting requirements as to the form and contents of applications."
